,Year,Month,Common_Words,Word_Count
3537,1975,1,Lights,4.333333333333334
3538,1975,1,Object0,4.333333333333334
3539,1975,1,Yes,4.333333333333334
3540,1975,1,13-15,4.333333333333334
3541,1975,1,parent,4.333333333333334
3542,1979,1,event,11.0
3543,1979,1,object,11.0
3544,1979,1,New,11.0
3545,1979,1,Mexico,11.0
3546,1979,1,called,6.0
3547,1979,1,Air,6.0
3548,1979,1,Force,6.0
3549,1979,1,7:00,6.0
3550,1979,1,01/01/1979,6.0
3551,1979,1,4,6.0
3552,1979,1,witnesses,6.0
3553,1979,1,gave,6.0
3554,1979,1,personal,6.0
3555,1979,1,detailed,6.0
3556,1979,1,information,6.0
3557,1979,1,Broad,6.0
3558,1979,1,daylight,6.0
3559,1979,1,saucer,6.0
3560,1979,1,appeared,6.0
3561,1979,1,50,6.0
3562,1982,1,size,11.0
3563,1982,1,shape,11.0
3564,1982,1,unusaul,11.0
3565,1982,1,speed,11.0
3566,1982,1,flightpath,11.0
3567,1982,1,adopted,11.0
3568,1982,1,prier,11.0
3569,1982,1,disapearering,11.0
3570,1982,1,beyond,11.0
3571,1982,1,planets,11.0
3572,1982,1,compensation,11.0
3573,1982,1,helicopter,11.0
3574,1982,1,squad,11.0
3575,1982,1,Silent,11.0
3576,1982,1,Fast,11.0
3577,1982,1,moving,11.0
3578,1982,1,Disc,11.0
3579,1982,1,color,11.0
3580,1982,1,changing,11.0
3581,1982,1,glow,11.0
3582,1985,1,object,11.0
3583,1985,1,UFO,7.666666666666667
3584,1985,1,observed,7.666666666666667
3585,1985,1,3,7.666666666666667
3586,1985,1,bright,7.666666666666667
3587,1985,1,hovering,7.666666666666667
3588,1985,1,group,4.333333333333334
3589,1985,1,lihtts,4.333333333333334
3590,1985,1,two,4.333333333333334
3591,1985,1,circled,4.333333333333334
3592,1985,1,real,4.333333333333334
3593,1985,1,fast,4.333333333333334
3594,1985,1,shot,4.333333333333334
3595,1985,1,strait,4.333333333333334
3596,1985,1,up.gone,4.333333333333334
3597,1985,1,large,4.333333333333334
3598,1985,1,irregular,4.333333333333334
3599,1985,1,shape,4.333333333333334
3600,1985,1,glowing,4.333333333333334
3601,1985,1,red-orange,4.333333333333334
3602,1986,1,large,11.0
3603,1986,1,white,7.666666666666667
3604,1986,1,light,7.666666666666667
3605,1986,1,object,7.666666666666667
3606,1986,1,hovering,7.666666666666667
3607,1986,1,2,7.666666666666667
3608,1986,1,moved,7.666666666666667
3609,1986,1,faint,4.333333333333334
3610,1986,1,beam,4.333333333333334
3611,1986,1,seemed,4.333333333333334
3612,1986,1,come,4.333333333333334
3613,1986,1,star,4.333333333333334
3614,1986,1,star-like,4.333333333333334
3615,1986,1,luminous,4.333333333333334
3616,1986,1,circular,4.333333333333334
3617,1986,1,encircled,4.333333333333334
3618,1986,1,colored,4.333333333333334
3619,1986,1,lights,4.333333333333334
3620,1986,1,neighbors,4.333333333333334
3621,1986,1,house,4.333333333333334
3622,1994,1,craft,11.0
3623,1994,1,moving,7.666666666666667
3624,1994,1,slowly,7.666666666666667
3625,1994,1,light,7.666666666666667
3626,1994,1,Silver,7.666666666666667
3627,1994,1,Large,7.666666666666667
3628,1994,1,UFO,7.666666666666667
3629,1994,1,car,7.666666666666667
3630,1994,1,'m,4.333333333333334
3631,1994,1,seeing,4.333333333333334
3632,1994,1,please,4.333333333333334
3633,1994,1,help,4.333333333333334
3634,1994,1,slow,4.333333333333334
3635,1994,1,6,4.333333333333334
3636,1994,1,small,4.333333333333334
3637,1994,1,green,4.333333333333334
3638,1994,1,lights,4.333333333333334
3639,1994,1,one,4.333333333333334
3640,1994,1,side,4.333333333333334
3641,1994,1,facing,4.333333333333334
3642,1984,1,lights,11.0
3643,1984,1,sky,11.0
3644,1984,1,seen,7.666666666666667
3645,1984,1,sun,7.666666666666667
3646,1984,1,Amazing,4.333333333333334
3647,1984,1,Sight,4.333333333333334
3648,1984,1,Long,4.333333333333334
3649,1984,1,Encounter,4.333333333333334
3650,1984,1,time,4.333333333333334
3651,1984,1,Shape,4.333333333333334
3652,1984,1,Change,4.333333333333334
3653,1984,1,Object,4.333333333333334
3654,1984,1,10-15,4.333333333333334
3655,1984,1,south,4.333333333333334
3656,1984,1,Valier,4.333333333333334
3657,1984,1,MT,4.333333333333334
3658,1984,1,Driving,4.333333333333334
3659,1984,1,I-90,4.333333333333334
3660,1984,1,East,4.333333333333334
3661,1984,1,toward,4.333333333333334
3662,1960,1,BURNING,11.0
3663,1960,1,disc,11.0
3664,1960,1,sighting,11.0
3665,1960,1,1960,11.0
3666,1943,1,Crew,11.0
3667,1943,1,contingents,11.0
3668,1943,1,2,11.0
3669,1943,1,USN,11.0
3670,1943,1,vessels,11.0
3671,1943,1,see,11.0
3672,1943,1,reconnaissance,11.0
3673,1943,1,plane,11.0
3674,1943,1,fly,11.0
3675,1943,1,something,11.0
3676,1943,1,invisible,11.0
3677,1943,1,witnesses,11.0
3678,1951,1,light,11.0
3679,1951,1,01/20/51,6.0
3680,1951,1,Palm,6.0
3681,1951,1,Springs,6.0
3682,1951,1,CA,6.0
3683,1951,1,hour,6.0
3684,1951,1,half,6.0
3685,1951,1,bluish-white,6.0
3686,1951,1,worm-like,6.0
3687,1951,1,shape,6.0
3688,1951,1,04/09/06,6.0
3689,1963,12,unmistakable,11.0
3690,1963,12,sighting,11.0
3691,1963,12,silent,11.0
3692,1963,12,craft,11.0
3693,1963,12,followed,11.0
3694,1963,12,us,11.0
3695,1963,12,3miles,11.0
3696,1963,12,stopped,11.0
3697,1963,12,hovered,11.0
3698,1963,12,accelerated,11.0
3699,1963,12,sight,11.0
3700,1963,12,straight,11.0
3701,1965,12,object,11.0
3702,1965,12,1965,8.5
3703,1965,12,UFO,8.5
3704,1965,12,like,8.5
3705,1965,12,evening,6.0
3706,1965,12,SKY,6.0
3707,1965,12,OBJECT,6.0
3708,1965,12,sighting,6.0
3709,1965,12,shaped,6.0
3710,1965,12,craft,6.0
3711,1965,12,happened,3.5
3712,1965,12,buss,3.5
3713,1965,12,Texas,3.5
3714,1965,12,Early,3.5
3715,1965,12,encounter,3.5
3716,1965,12,intersection,3.5
3717,1965,12,near,3.5
3718,1965,12,Arlington,3.5
3719,1965,12,High,3.5
3720,1965,12,School,3.5
3721,1968,12,light,11.0
3722,1968,12,object,7.666666666666667
3723,1968,12,half-moon,7.666666666666667
3724,1968,12,shaped,7.666666666666667
3725,1968,12,see,7.666666666666667
3726,1968,12,close,4.333333333333334
3727,1968,12,incounter,4.333333333333334
3728,1968,12,UFO/,4.333333333333334
3729,1968,12,saucer/disc,4.333333333333334
3730,1968,12,Craft,4.333333333333334
3731,1968,12,hoovered,4.333333333333334
3732,1968,12,ten,4.333333333333334
3733,1968,12,feet,4.333333333333334
3734,1968,12,head,4.333333333333334
3735,1968,12,backed,4.333333333333334
3736,1968,12,lowered,4.333333333333334
3737,1968,12,eye,4.333333333333334
3738,1968,12,level,4.333333333333334
3739,1968,12,r,4.333333333333334
3740,1968,12,Bright,4.333333333333334
3741,1974,12,could,11.0
3742,1974,12,strange,6.0
3743,1974,12,man,6.0
3744,1974,12,appears,6.0
3745,1974,12,heh,6.0
3746,1974,12,woods,6.0
3747,1974,12,Dancing,6.0
3748,1974,12,Lights,6.0
3749,1974,12,College,6.0
3750,1974,12,Campus,6.0
3751,1974,12,1974,6.0
3752,1974,12,Walker,6.0
3753,1974,12,dorm,6.0
3754,1974,12,7th,6.0
3755,1974,12,floor,6.0
3756,1974,12,went,6.0
3757,1974,12,school,6.0
3758,1974,12,Western,6.0
3759,1974,12,Carolina,6.0
3760,1974,12,University,6.0
3761,1976,12,light,11.0
3762,1976,12,night,7.666666666666667
3763,1976,12,craft,7.666666666666667
3764,1976,12,INCHES,7.666666666666667
3765,1976,12,Two,4.333333333333334
3766,1976,12,objects,4.333333333333334
3767,1976,12,shoot,4.333333333333334
3768,1976,12,silently,4.333333333333334
3769,1976,12,across,4.333333333333334
3770,1976,12,sky,4.333333333333334
3771,1976,12,saw,4.333333333333334
3772,1976,12,large,4.333333333333334
3773,1976,12,diamond,4.333333333333334
3774,1976,12,shaped,4.333333333333334
3775,1976,12,fly,4.333333333333334
3776,1976,12,almost,4.333333333333334
3777,1976,12,directly,4.333333333333334
3778,1976,12,head,4.333333333333334
3779,1976,12,bright,4.333333333333334
3780,1976,12,moon,4.333333333333334
3781,1978,12,sky,11.0
3782,1978,12,object,8.5
3783,1978,12,December,8.5
3784,1978,12,craft,6.0
3785,1978,12,like,6.0
3786,1978,12,large,6.0
3787,1978,12,hovering,6.0
3788,1978,12,hovered,6.0
3789,1978,12,1978,6.0
3790,1978,12,night,6.0
3791,1978,12,aircraft,6.0
3792,1978,12,car,6.0
3793,1978,12,Four,3.5
3794,1978,12,silvery,3.5
3795,1978,12,disk,3.5
3796,1978,12,objects,3.5
3797,1978,12,observed,3.5
3798,1978,12,Dream,3.5
3799,1978,12,alien,3.5
3800,1978,12,attack,3.5
3801,1980,12,flying,11.0
3802,1980,12,lights,7.666666666666667
3803,1980,12,bright,7.666666666666667
3804,1980,12,months,7.666666666666667
3805,1980,12,something,7.666666666666667
3806,1980,12,official,7.666666666666667
3807,1980,12,Hexagon,4.333333333333334
3808,1980,12,shape,4.333333333333334
3809,1980,12,ufo,4.333333333333334
3810,1980,12,one,4.333333333333334
3811,1980,12,UFO,4.333333333333334
3812,1980,12,meets,4.333333333333334
3813,1980,12,2,4.333333333333334
3814,1980,12,others,4.333333333333334
3815,1980,12,huge,4.333333333333334
3816,1980,12,roaring,4.333333333333334
3817,1980,12,sound,4.333333333333334
3818,1980,12,kind,4.333333333333334
3819,1980,12,animal,4.333333333333334
3820,1980,12,sounding,4.333333333333334
3821,1982,12,craft,11.0
3822,1982,12,lights,11.0
3823,1982,12,Hwy,11.0
3824,1982,12,toward,11.0
3825,1982,12,saw,6.0
3826,1982,12,appeared,6.0
3827,1982,12,large,6.0
3828,1982,12,boomerang,6.0
3829,1982,12,shaped,6.0
3830,1982,12,pale,6.0
3831,1982,12,blue,6.0
3832,1982,12,along,6.0
3833,1982,12,leading,6.0
3834,1982,12,edge,6.0
3835,1982,12,sound,6.0
3836,1982,12,flaming,6.0
3837,1982,12,ball,6.0
3838,1982,12,fire,6.0
3839,1982,12,moving,6.0
3840,1982,12,iratically,6.0
3841,1987,12,seen,11.0
3842,1987,12,lights,8.5
3843,1987,12,car,8.5
3844,1987,12,light,6.0
3845,1987,12,Large,6.0
3846,1987,12,Object,6.0
3847,1987,12,family,6.0
3848,1987,12,Christmas,6.0
3849,1987,12,1987,6.0
3850,1987,12,red,6.0
3851,1987,12,aircraft,6.0
3852,1987,12,L,6.0
3853,1987,12,missing,3.5
3854,1987,12,time,3.5
3855,1987,12,location,3.5
3856,1987,12,displacment,3.5
3857,1987,12,3,3.5
3858,1987,12,vehicles,3.5
3859,1987,12,traveling,3.5
3860,1987,12,NNE,3.5
3861,1989,12,lights,11.0
3862,1989,12,object,8.142857142857142
3863,1989,12,light,6.714285714285714
3864,1989,12,moving,5.285714285714286
3865,1989,12,bright,5.285714285714286
3866,1989,12,sphere,3.857142857142857
3867,1989,12,night,3.857142857142857
3868,1989,12,sky,3.857142857142857
3869,1989,12,hover,3.857142857142857
3870,1989,12,rim,3.857142857142857
3871,1989,12,dark,3.857142857142857
3872,1989,12,black,3.857142857142857
3873,1989,12,triangular,3.857142857142857
3874,1989,12,two,3.857142857142857
3875,1989,12,saw,3.857142857142857
3876,1989,12,circular,3.857142857142857
3877,1989,12,around,3.857142857142857
3878,1989,12,color,3.857142857142857
3879,1989,12,Hard,2.428571428571429
3880,1989,12,orange,2.428571428571429
3881,1990,12,one,11.0
3882,1990,12,saucer,7.666666666666667
3883,1990,12,hovering,7.666666666666667
3884,1990,12,see,7.666666666666667
3885,1990,12,light,7.666666666666667
3886,1990,12,going,7.666666666666667
3887,1990,12,Hawaii,4.333333333333334
3888,1990,12,Kai,4.333333333333334
3889,1990,12,late,4.333333333333334
3890,1990,12,80,4.333333333333334
3891,1990,12,early,4.333333333333334
3892,1990,12,90,4.333333333333334
3893,1990,12,Kamehame,4.333333333333334
3894,1990,12,Ridge,4.333333333333334
3895,1990,12,flash,4.333333333333334
3896,1990,12,turns,4.333333333333334
3897,1990,12,hundreds,4.333333333333334
3898,1990,12,multiples,4.333333333333334
3899,1990,12,saw,4.333333333333334
3900,1990,12,metallic,4.333333333333334
3901,1991,12,object,11.0
3902,1991,12,lights,8.5
3903,1991,12,two,6.0
3904,1991,12,light,6.0
3905,1991,12,bright,6.0
3906,1991,12,shaped,6.0
3907,1991,12,around,6.0
3908,1991,12,would,6.0
3909,1991,12,craft,6.0
3910,1991,12,saw,6.0
3911,1991,12,hugh,3.5
3912,1991,12,triangulation,3.5
3913,1991,12,nine,3.5
3914,1991,12,traveling,3.5
3915,1991,12,stunning,3.5
3916,1991,12,cooperation,3.5
3917,1991,12,velocity,3.5
3918,1991,12,rotating,3.5
3919,1991,12,silently,3.5
3920,1991,12,quick,3.5
3921,1993,12,lights,11.0
3922,1993,12,object,7.0
3923,1993,12,sky,7.0
3924,1993,12,Object,5.0
3925,1993,12,Lights,5.0
3926,1993,12,1993,5.0
3927,1993,12,moving,5.0
3928,1993,12,sighting,5.0
3929,1993,12,across,5.0
3930,1993,12,Red,3.0
3931,1993,12,backyard,3.0
3932,1993,12,inside,3.0
3933,1993,12,cloud-like,3.0
3934,1993,12,covering,3.0
3935,1993,12,pond,3.0
3936,1993,12,500,3.0
3937,1993,12,Object0,3.0
3938,1993,12,Yes,3.0
3939,1993,12,Enormous,3.0
3940,1993,12,UFO,3.0
3941,1994,12,light,11.0
3942,1994,12,sky,8.272727272727273
3943,1994,12,object,6.454545454545454
3944,1994,12,lights,6.454545454545454
3945,1994,12,sighting,5.545454545454546
3946,1994,12,bright,5.545454545454546
3947,1994,12,overhead,5.545454545454546
3948,1994,12,night,4.636363636363637
3949,1994,12,like,4.636363636363637
3950,1994,12,sound,4.636363636363637
3951,1994,12,moving,4.636363636363637
3952,1994,12,hovering,4.636363636363637
3953,1994,12,Man,4.636363636363637
3954,1994,12,orange,4.636363636363637
3955,1994,12,ball,4.636363636363637
3956,1994,12,UFO,3.727272727272727
3957,1994,12,Large,3.727272727272727
3958,1994,12,de,3.727272727272727
3959,1994,12,1994,3.727272727272727
3960,1994,12,witnesses,3.727272727272727
3961,1995,12,sky,11.0
3962,1995,12,lights,11.0
3963,1995,12,light,8.647058823529413
3964,1995,12,bright,7.470588235294118
3965,1995,12,Man,6.882352941176471
3966,1995,12,witness,6.294117647058823
3967,1995,12,red,5.705882352941177
3968,1995,12,blue,5.117647058823529
3969,1995,12,w/,5.117647058823529
3970,1995,12,streak,5.117647058823529
3971,1995,12,obj,5.117647058823529
3972,1995,12,white,4.529411764705882
3973,1995,12,3,3.9411764705882355
3974,1995,12,car,3.9411764705882355
3975,1995,12,Woman,3.9411764705882355
3976,1995,12,see,3.3529411764705883
3977,1995,12,2,3.3529411764705883
3978,1995,12,witnesses,3.3529411764705883
3979,1995,12,E,3.3529411764705883
3980,1995,12,driving,3.3529411764705883
3981,1996,12,light,11.0
3982,1996,12,bright,8.2
3983,1996,12,sky,7.4
3984,1996,12,lights,6.2
3985,1996,12,saw,5.8
3986,1996,12,sees,5.8
3987,1996,12,large,5.0
3988,1996,12,green,4.6
3989,1996,12,white,4.2
3990,1996,12,witness,3.8
3991,1996,12,ball,3.8
3992,1996,12,streak,3.8
3993,1996,12,W,3.8
3994,1996,12,shape,3.4
3995,1996,12,object,3.4
3996,1996,12,hovering,3.4
3997,1996,12,obj,3.4
3998,1996,12,moving,3.4
3999,1996,12,fast,3.4
4000,1996,12,w/,3.4
4001,1997,12,object,11.0
4002,1997,12,sky,8.777777777777779
4003,1997,12,lights,8.777777777777779
4004,1997,12,light,7.666666666666667
4005,1997,12,saw,7.111111111111111
4006,1997,12,bright,6.555555555555555
4007,1997,12,red,6.555555555555555
4008,1997,12,moving,6.0
4009,1997,12,night,5.444444444444445
4010,1997,12,degrees,3.7777777777777777
4011,1997,12,looked,3.7777777777777777
4012,1997,12,shaped,3.7777777777777777
4013,1997,12,white,3.7777777777777777
4014,1997,12,driving,3.7777777777777777
4015,1997,12,across,3.7777777777777777
4016,1997,12,window,3.7777777777777777
4017,1997,12,UFO,3.7777777777777777
4018,1997,12,going,3.7777777777777777
4019,1997,12,two,3.2222222222222223
4020,1997,12,north,3.2222222222222223
4021,1998,12,light,11.0
4022,1998,12,saw,9.444444444444445
4023,1998,12,sky,8.777777777777779
4024,1998,12,lights,6.333333333333333
4025,1998,12,object,6.111111111111111
4026,1998,12,bright,5.888888888888889
4027,1998,12,moving,5.888888888888889
4028,1998,12,ball,4.555555555555555
4029,1998,12,white,4.333333333333334
4030,1998,12,shaped,4.111111111111111
4031,1998,12,red,4.111111111111111
4032,1998,12,east,3.888888888888889
4033,1998,12,night,3.6666666666666665
4034,1998,12,looked,3.6666666666666665
4035,1998,12,like,3.4444444444444446
4036,1998,12,green,3.4444444444444446
4037,1998,12,south,3.4444444444444446
4038,1998,12,north,3.4444444444444446
4039,1998,12,west,3.4444444444444446
4040,1998,12,formation,3.4444444444444446
4041,1999,12,object,11.0
4042,1999,12,sky,11.0
4043,1999,12,light,10.772727272727273
4044,1999,12,lights,10.318181818181818
4045,1999,12,bright,8.272727272727273
4046,1999,12,saw,8.045454545454547
4047,1999,12,3,5.318181818181818
4048,1999,12,south,5.090909090909091
4049,1999,12,moving,4.863636363636363
4050,1999,12,looked,4.863636363636363
4051,1999,12,one,4.636363636363637
4052,1999,12,like,4.409090909090909
4053,1999,12,across,4.409090909090909
4054,1999,12,west,3.9545454545454546
4055,1999,12,north,3.9545454545454546
4056,1999,12,white,3.727272727272727
4057,1999,12,shape,3.727272727272727
4058,1999,12,seen,3.727272727272727
4059,1999,12,moved,3.5
4060,1999,12,fast,3.5
4061,2000,12,light,11.0
4062,2000,12,lights,10.285714285714286
4063,2000,12,object,10.285714285714286
4064,2000,12,bright,8.619047619047619
4065,2000,12,sky,7.904761904761905
4066,2000,12,saw,5.761904761904762
4067,2000,12,shaped,5.285714285714286
4068,2000,12,red,4.809523809523809
4069,2000,12,moving,4.571428571428571
4070,2000,12,white,4.571428571428571
4071,2000,12,objects,4.095238095238095
4072,2000,12,craft,4.095238095238095
4073,2000,12,large,3.857142857142857
4074,2000,12,green,3.857142857142857
4075,2000,12,flying,3.380952380952381
4076,2000,12,appeared,3.380952380952381
4077,2000,12,3,3.380952380952381
4078,2000,12,fast,3.380952380952381
4079,2000,12,across,3.380952380952381
4080,2000,12,triangular,3.142857142857143
4081,2001,12,lights,11.0
4082,2001,12,object,10.75
4083,2001,12,sky,9.5
4084,2001,12,light,9.0
4085,2001,12,moving,8.25
4086,2001,12,bright,7.0
4087,2001,12,shaped,5.5
4088,2001,12,saw,5.5
4089,2001,12,craft,5.0
4090,2001,12,across,4.25
4091,2001,12,large,4.0
4092,2001,12,orange,3.75
4093,2001,12,slowly,3.75
4094,2001,12,seen,3.5
4095,2001,12,north,3.5
4096,2001,12,formation,3.5
4097,2001,12,red,3.5
4098,2001,12,south,3.5
4099,2001,12,white,3.5
4100,2001,12,speed,3.25
4101,2002,12,lights,11.0
4102,2002,12,sky,10.772727272727273
4103,2002,12,light,10.545454545454545
4104,2002,12,object,9.181818181818182
4105,2002,12,shaped,6.454545454545454
4106,2002,12,bright,5.7727272727272725
4107,2002,12,like,5.545454545454546
4108,2002,12,white,5.090909090909091
4109,2002,12,objects,4.409090909090909
4110,2002,12,night,4.181818181818182
4111,2002,12,speed,4.181818181818182
4112,2002,12,moving,3.9545454545454546
4113,2002,12,saw,3.5
4114,2002,12,large,3.272727272727273
4115,2002,12,Bright,3.0454545454545454
4116,2002,12,seen,3.0454545454545454
4117,2002,12,blue,3.0454545454545454
4118,2002,12,flying,3.0454545454545454
4119,2002,12,fast,3.0454545454545454
4120,2002,12,orange,3.0454545454545454
4121,2003,12,object,11.0
4122,2003,12,sky,11.0
4123,2003,12,light,10.390243902439025
4124,2003,12,lights,8.804878048780488
4125,2003,12,bright,5.878048780487805
4126,2003,12,moving,5.146341463414634
4127,2003,12,red,4.414634146341463
4128,2003,12,shaped,4.2926829268292686
4129,2003,12,seen,4.2926829268292686
4130,2003,12,saw,4.170731707317073
4131,2003,12,Bright,4.048780487804878
4132,2003,12,like,3.926829268292683
4133,2003,12,3,3.4390243902439024
4134,2003,12,across,3.317073170731707
4135,2003,12,objects,3.317073170731707
4136,2003,12,white,3.1951219512195124
4137,2003,12,green,3.073170731707317
4138,2003,12,east,2.951219512195122
4139,2003,12,orange,2.8292682926829267
4140,2003,12,craft,2.7073170731707314
4141,2004,12,lights,11.0
4142,2004,12,sky,11.0
4143,2004,12,light,10.047619047619047
4144,2004,12,object,7.031746031746032
4145,2004,12,moving,4.65079365079365
4146,2004,12,shaped,4.492063492063492
4147,2004,12,bright,4.492063492063492
4148,2004,12,saw,4.333333333333334
4149,2004,12,white,4.333333333333334
4150,2004,12,seen,3.857142857142857
4151,2004,12,Bright,3.6984126984126986
4152,2004,12,UFO,3.380952380952381
4153,2004,12,craft,3.2222222222222223
4154,2004,12,2,3.0634920634920637
4155,2004,12,night,3.0634920634920637
4156,2004,12,2004,3.0634920634920637
4157,2004,12,orange,3.0634920634920637
4158,2004,12,objects,3.0634920634920637
4159,2004,12,low,3.0634920634920637
4160,2004,12,glowing,2.9047619047619047
4161,2005,12,lights,11.0
4162,2005,12,light,11.0
4163,2005,12,object,10.074074074074074
4164,2005,12,sky,9.518518518518519
4165,2005,12,moving,6.7407407407407405
4166,2005,12,bright,5.814814814814815
4167,2005,12,shaped,4.703703703703704
4168,2005,12,night,4.333333333333334
4169,2005,12,Bright,4.148148148148149
4170,2005,12,seen,4.148148148148149
4171,2005,12,objects,3.962962962962963
4172,2005,12,3,3.962962962962963
4173,2005,12,2,3.7777777777777777
4174,2005,12,like,3.7777777777777777
4175,2005,12,NUFORC,3.5925925925925926
4176,2005,12,Note,3.5925925925925926
4177,2005,12,PD,3.5925925925925926
4178,2005,12,red,3.4074074074074074
4179,2005,12,saw,3.4074074074074074
4180,2005,12,fast,3.2222222222222223
4181,2006,12,lights,11.0
4182,2006,12,light,10.6
4183,2006,12,object,10.2
4184,2006,12,sky,8.733333333333334
4185,2006,12,Note,5.933333333333334
4186,2006,12,PD,5.933333333333334
4187,2006,12,NUFORC,5.8
4188,2006,12,seen,5.0
4189,2006,12,shaped,5.0
4190,2006,12,bright,5.0
4191,2006,12,white,4.866666666666667
4192,2006,12,like,4.2
4193,2006,12,moving,3.8
4194,2006,12,saw,3.6666666666666665
4195,2006,12,launch,3.6666666666666665
4196,2006,12,red,3.533333333333333
4197,2006,12,UFO,3.533333333333333
4198,2006,12,Missile,3.533333333333333
4199,2006,12,Bright,3.4
4200,2006,12,flying,3.4
4201,2007,12,light,11.0
4202,2007,12,object,7.8
4203,2007,12,sky,7.1
4204,2007,12,lights,6.4
4205,2007,12,bright,6.3
4206,2007,12,moving,5.5
4207,2007,12,seen,4.4
4208,2007,12,Note,4.3
4209,2007,12,NUFORC,4.2
4210,2007,12,PD,4.2
4211,2007,12,white,4.0
4212,2007,12,space,3.6
4213,2007,12,like,3.6
4214,2007,12,fuel,3.4
4215,2007,12,shaped,3.3
4216,2007,12,Missile,3.3
4217,2007,12,saw,3.2
4218,2007,12,venting,3.2
4219,2007,12,Bright,3.0
4220,2007,12,large,2.8
4221,2008,12,light,11.0
4222,2008,12,lights,9.831168831168831
4223,2008,12,sky,9.7012987012987
4224,2008,12,object,8.142857142857142
4225,2008,12,bright,6.454545454545454
4226,2008,12,moving,5.1558441558441555
4227,2008,12,seen,3.987012987012987
4228,2008,12,orange,3.857142857142857
4229,2008,12,white,3.727272727272727
4230,2008,12,flying,3.727272727272727
4231,2008,12,fast,3.5974025974025974
4232,2008,12,2,3.5974025974025974
4233,2008,12,across,3.3376623376623376
4234,2008,12,shaped,3.3376623376623376
4235,2008,12,UFO,3.3376623376623376
4236,2008,12,NUFORC,3.0779220779220777
4237,2008,12,Note,3.0779220779220777
4238,2008,12,saw,3.0779220779220777
4239,2008,12,craft,3.0779220779220777
4240,2008,12,PD,2.948051948051948
4241,2009,12,lights,11.0
4242,2009,12,light,10.0
4243,2009,12,sky,8.833333333333332
4244,2009,12,object,6.5
4245,2009,12,seen,5.333333333333333
4246,2009,12,moving,5.166666666666667
4247,2009,12,flying,5.0
4248,2009,12,bright,5.0
4249,2009,12,shaped,4.833333333333334
4250,2009,12,orange,4.833333333333334
4251,2009,12,craft,4.833333333333334
4252,2009,12,saw,4.166666666666666
4253,2009,12,objects,3.5
4254,2009,12,like,3.5
4255,2009,12,formation,3.5
4256,2009,12,hovering,3.3333333333333335
4257,2009,12,UFO,3.1666666666666665
4258,2009,12,low,3.1666666666666665
4259,2009,12,3,3.1666666666666665
4260,2009,12,2,3.1666666666666665
4261,2010,12,lights,11.0
4262,2010,12,sky,9.387096774193548
4263,2010,12,light,9.225806451612904
4264,2010,12,object,7.129032258064516
4265,2010,12,bright,6.0
4266,2010,12,moving,5.516129032258065
4267,2010,12,flying,5.032258064516129
4268,2010,12,craft,4.548387096774194
4269,2010,12,seen,4.548387096774194
4270,2010,12,orange,4.548387096774194
4271,2010,12,red,4.064516129032258
4272,2010,12,shaped,4.064516129032258
4273,2010,12,3,3.7419354838709675
4274,2010,12,white,3.5806451612903225
4275,2010,12,UFO,3.5806451612903225
4276,2010,12,like,3.5806451612903225
4277,2010,12,5,3.2580645161290325
4278,2010,12,Bright,3.2580645161290325
4279,2010,12,saw,3.096774193548387
4280,2010,12,green,2.935483870967742
4281,2011,12,light,11.0
4282,2011,12,lights,10.50413223140496
4283,2011,12,sky,9.925619834710744
4284,2011,12,object,6.371900826446281
4285,2011,12,orange,5.793388429752066
4286,2011,12,bright,5.793388429752066
4287,2011,12,moving,5.628099173553719
4288,2011,12,Bright,5.049586776859504
4289,2011,12,white,4.140495867768595
4290,2011,12,red,4.140495867768595
4291,2011,12,seen,4.140495867768595
4292,2011,12,3,3.975206611570248
4293,2011,12,like,3.809917355371901
4294,2011,12,Orange,3.809917355371901
4295,2011,12,hovering,3.727272727272727
4296,2011,12,shaped,3.56198347107438
4297,2011,12,shape,3.3140495867768593
4298,2011,12,green,3.231404958677686
4299,2011,12,saw,3.231404958677686
4300,2011,12,flying,2.9834710743801653
4301,2012,12,sky,11.0
4302,2012,12,lights,10.607843137254902
4303,2012,12,light,8.058823529411764
4304,2012,12,orange,6.163398692810458
4305,2012,12,moving,5.836601307189542
4306,2012,12,object,5.509803921568627
4307,2012,12,bright,4.660130718954248
4308,2012,12,seen,4.333333333333334
4309,2012,12,red,4.333333333333334
4310,2012,12,flying,4.006535947712418
4311,2012,12,shaped,3.810457516339869
4312,2012,12,Bright,3.6143790849673203
4313,2012,12,2,3.549019607843137
4314,2012,12,objects,3.418300653594771
4315,2012,12,like,3.3529411764705883
4316,2012,12,white,3.2222222222222223
4317,2012,12,Orange,3.0915032679738563
4318,2012,12,hovering,3.0915032679738563
4319,2012,12,formation,3.0915032679738563
4320,2012,12,saw,3.026143790849673
4321,2013,12,sky,11.0
4322,2013,12,lights,9.804347826086957
4323,2013,12,light,9.369565217391305
4324,2013,12,orange,6.815217391304348
4325,2013,12,moving,5.565217391304348
4326,2013,12,bright,5.130434782608695
4327,2013,12,object,4.75
4328,2013,12,red,4.423913043478261
4329,2013,12,Orange,4.0978260869565215
4330,2013,12,Bright,3.989130434782609
4331,2013,12,white,3.717391304347826
4332,2013,12,seen,3.5
4333,2013,12,flying,3.391304347826087
4334,2013,12,night,3.2282608695652173
4335,2013,12,like,3.2282608695652173
4336,2013,12,across,3.119565217391304
